Timestamp,Email address,dummy name,Age,Gender,Category,Parental Education,Hometown Area,Family annual income,Guidance from family,Family member in same field,Percentage in 10th,Percentage in 12th ,Medium studied in?,CPI in graduation,Course,College type,Attendance in class,Living arrangement ,Participation in class,Homework submission,Preparation level,Study hours,Educational Technology,Internet Usage,Weekend plans,Study technique,Study environment,Learning style,Study Group Size,Sleeping time,Extracurricular Activities,Your class buddy friend,Relationship Status in last sem,Last Sem CPI
02/08/2024 13:57:21,,Harshita verma ,19-25,Female,St/Sc,Secondary (9-12),Rural,1 - 2.5 lakh,no,No,80-90%,80-90%,Hindi,6.1,Government employee,Regional and private collages,80%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),5+,No,0 hours,almost sleeping all day,practice by writting,library (self),from friends after the class,2,3 am or later,yes,almost same as you in study,Single,9.769
01/08/2024 13:00:30,,Srijan,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,no,No,80-90%,Above 90%,English,5.0,B.tech,Regional and private collages,90%,Hostel room,never,on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,practice by writting,library (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,better than you in study,Single,8.43
04/08/2024 09:21:51,,Preet maur ,19-25,Male,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,No,80-90%,70-80%,English,6.13,B.tech,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,1-2 hours,revising the week's study material,practice by writting,home (self),from Professor in the class,more than 4,12am or before,yes,almost same as you in study,Single,7.444
03/08/2024 23:11:19,,Drpheonix,19-25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,above 10 lakh,yes,Yes,80-90%,70-80%,English,5.0,B.tech,IIT,didn't attended classes properly,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),5+,Yes,5+,almost sleeping all day,summarizing and making short notes,home (self),reading from books,2,1am,yes,better than you in study,Healthy Relationship,10.0
02/08/2024 00:33:56,,K,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,80-90%,Above 90%,Hindi,7.77,M.sc.,Regional and private collages,80%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,5+,Going out side with friends,revising the whole notes without short notes,home (group study),reading from books,2,2 am,no,almost same as you in study,Toxic Relationship,10.0
03/08/2024 18:54:16,,Beta,19-25,Female,General,Tertiary (graduation or above),Urban,2.5 - 5 lakh,yes,No,60-70%,80-90%,"Regional languages (like Bangla, Oriya etc)",9.73,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),2 hours or less,Yes,2-4 hours,revising the week's study material,summarizing and making short notes,home (self),from youtube or some online platforms,2,1am,yes,better than you in study,Toxic Relationship,10.0
19/08/2024 20:45:50,,Aher Srujal Bhausaheb,19-25,Female,OBC,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,yes,Yes,Above 90%,Above 90%,"Regional languages (like Bangla, Oriya etc)",5.35,M.sc.,Regional and private collages,80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),5+,Yes,1-2 hours,Netflix and Chill,revising the whole notes without short notes,home (self),from Professor in the class,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,10.0
01/08/2024 12:42:23,,Sai Krishna ,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.0,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (self),reading from books,Alone (don't study in group),2 am,no,better than you in study,Single,4.0
03/08/2024 17:23:45,,Ankit,19-25,Female,OBC,Secondary (9-12),Rural,1 - 2.5 lakh,no,Yes,80-90%,70-80%,English,9.73,B.tech,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,1-2 hours,Netflix and Chill,practice by writting,home (self),from Professor in the class,3,2 am,yes,almost same as you in study,Single,10.0
03/08/2024 18:17:52,,Navdeep joshi,19-25,Female,OBC,Tertiary (graduation or above),Rural,5 - 10 lakh,no,Yes,Above 90%,80-90%,Hindi,9.73,B.tech,Regional and private collages,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,No,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,2,12am or before,no,almost same as you in study,Single,10.0
02/08/2024 07:32:40,,Sai Krishna ,above 25,Female,General,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,60-70%,80-90%,English,5.0,BA,Regional and private collages,90%,Hostel room,never,2 or more days before due date,50% (assignments  or class notes only),3-5 hours,Yes,2-4 hours,almost sleeping all day,practice by writting,home (self),reading from books,2,12am or before,yes,better than you in study,Healthy Relationship,5.236
01/08/2024 22:43:14,,Chukundi Lal Mishra,19-25,Female,OBC,Secondary (9-12),Urban,2.5 - 5 lakh,no,No,60-70%,80-90%,Hindi,5.48,B.sc.,"Reputed University (like BHU, DU etc)",didn't attended classes properly,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),5+,No,1-2 hours,revising the week's study material,revising the whole notes without short notes,home (self),from Professor in the class,2,12am or before,yes,better than you in study,Single,10.0
01/08/2024 12:52:22,,hemant,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,No,80-90%,70-80%,English,5.0,M.sc.,"Reputed University (like BHU, DU etc)",90%,Home,never,on the due date (night before),80% (Class notes + assignments),3-5 hours,No,5+,almost sleeping all day,revising the whole notes without short notes,library (self),from youtube or some online platforms,3,1am,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 21:55:48,,Demo,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,yes,Yes,60-70%,Above 90%,English,5.64,B.ed.,Regional and private collages,didn't attended classes properly,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,almost sleeping all day,summarizing and making short notes,library (self),reading from books,Alone (don't study in group),1am,no,almost same as you in study,Single,10.0
02/08/2024 12:40:52,,Xyz,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,No,Above 90%,80-90%,Hindi,5.0,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),3-5 hours,No,2-4 hours,revising the week's study material,revising the whole notes without short notes,home (self),reading from books,3,12am or before,no,almost same as you in study,Healthy Relationship,5.384
01/08/2024 17:23:49,,Roman Kumar ,above 25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,80-90%,80-90%,Hindi,5.44,B.tech,IIT,80%,Hostel room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,Netflix and Chill,revising the whole notes without short notes,home (self),reading from books,2,12am or before,no,almost same as you in study,Healthy Relationship,10.0
01/08/2024 17:30:47,,Chintu ,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,No,80-90%,80-90%,Hindi,5.0,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,almost sleeping all day,practice by writting,library (self),reading from books,3,12am or before,yes,almost same as you in study,Single,9.528
05/08/2024 23:14:19,,Kashish ,19-25,Female,General,Tertiary (graduation or above),Urban,Below 1 lakh,yes,No,80-90%,80-90%,English,5.0,MBA,"Reputed University (like BHU, DU etc)",70%,Hostel room,never,on the due date (night before),100% (class notes + assignments + book's que),5+,Yes,5+,revising the week's study material,revising the whole notes without short notes,home (self),from Professor in the class,Alone (don't study in group),1am,yes,almost same as you in study,Single,7.253
03/08/2024 17:23:45,,Sneha,19-25,Male,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,Yes,60-70%,80-90%,Hindi,5.0,Phd,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,missed some homeworks didn't complete,50% (assignments  or class notes only),2 hours or less,Yes,2-4 hours,Going out side with friends,practice by writting,home (self),from Professor in the class,2,2 am,no,almost same as you in study,Single,9.424
01/08/2024 13:02:38,,Navdeep joshi,above 25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,No,Above 90%,80-90%,English,5.0,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,never,missed some homeworks didn't complete,100% (class notes + assignments + book's que),2 hours or less,Yes,2-4 hours,Netflix and Chill,practice by writting,home (self),from youtube or some online platforms,4,2 am,yes,almost same as you in study,Single,6.977
10/08/2024 20:04:27,,Mansi,19-25,Female,St/Sc,Tertiary (graduation or above),Urban,1 - 2.5 lakh,no,Yes,Above 90%,Above 90%,English,7.93,B.tech,Regional and private collages,didn't attended classes properly,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),5+,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from friends after the class,3,1am,yes,almost same as you in study,Healthy Relationship,9.971
01/08/2024 21:20:18,,Anonymous ,0-18,Female,OBC,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,Yes,Above 90%,70-80%,English,5.0,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments or class notes only),2 hours or less,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (self),reading from books,4,12am or before,yes,better than you in study,Single,7.387
01/08/2024 17:30:34,,Love Pandeya,0-18,Female,OBC,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,80-90%,80-90%,Hindi,5.86,M.sc.,Regional and private collages,90%,Hostel room,once in a while,on the due date (night before),10% (nothing much),3-5 hours,Yes,5+,revising the week's study material,practice by writting,home (self),from Professor in the class,4,2 am,no,almost same as you in study,Single,9.983
03/08/2024 18:59:50,,Kashish ,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,Above 90%,80-90%,Hindi,5.0,B.sc.,IIT,80%,Hostel room,once in a while,2 or more days before due date,10% (nothing much),5+,No,2-4 hours,revising the week's study material,revising the whole notes without short notes,library (self),reading from books,2,12am or before,yes,better than you in study,Single,5.606
01/08/2024 21:55:48,,Ankit,19-25,Female,General,Tertiary (graduation or above),Urban,above 10 lakh,no,Yes,Above 90%,Above 90%,Hindi,5.22,BA,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from youtube or some online platforms,3,1am,yes,better than you in study,Single,6.192
01/08/2024 12:51:26,,Shanu,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,Above 90%,Above 90%,"Regional languages (like Bangla, Oriya etc)",9.73,M.sc.,IIT,70%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),5+,Yes,0 hours,almost sleeping all day,practice by writting,home (self),from friends after the class,2,2 am,yes,almost same as you in study,Healthy Relationship,5.573
04/08/2024 22:05:31,,virat,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,Yes,Above 90%,80-90%,English,7.51,MA music,Regional and private collages,80%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),5+,Yes,2-4 hours,Netflix and Chill,practice by writting,home (self),from youtube or some online platforms,4,12am or before,yes,almost same as you in study,Healthy Relationship,10.0
17/08/2024 07:08:26,,Shivani Thakur,0-18,Female,General,Secondary (9-12),Semi-Urban,1 - 2.5 lakh,yes,Yes,80-90%,80-90%,Hindi,8.16,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),on the due date (night before),10% (nothing much),2 hours or less,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from youtube or some online platforms,2,12am or before,no,better than you in study,Single,8.953
02/08/2024 12:40:52,,shabnam,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,80-90%,80-90%,English,9.73,M.sc.,Regional and private collages,90%,Hostel room,never,2 or more days before due date,100% (class notes + assignments + book's que),3-5 hours,No,1-2 hours,Going out side with friends,practice by writting,home (self),from youtube or some online platforms,4,2 am,yes,better than you in study,Healthy Relationship,10.0
01/08/2024 12:52:22,,Gulmohar,19-25,Female,General,Tertiary (graduation or above),Urban,above 10 lakh,no,No,80-90%,Above 90%,English,8.47,MBA ,NIT,70%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,No,2-4 hours,Going out side with friends,practice by writting,home (group study),from youtube or some online platforms,3,1am,no,almost same as you in study,Healthy Relationship,4.283
10/08/2024 20:04:27,,Pandey Harsh,19-25,Female,General,Tertiary (graduation or above),Urban,1 - 2.5 lakh,no,Yes,80-90%,80-90%,English,6.4,MBA,"Reputed University (like BHU, DU etc)",80%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),5+,Yes,1-2 hours,Going out side with friends,revising the whole notes without short notes,home (self),from youtube or some online platforms,Alone (don't study in group),12am or before,no,better than you in study,Healthy Relationship,9.158
01/08/2024 20:32:23,,virat,19-25,Male,OBC,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,No,80-90%,Above 90%,English,7.74,M.A,"Reputed University (like BHU, DU etc)",70%,Home,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,2-4 hours,revising the week's study material,practice by writting,home (self),from friends after the class,2,2 am,yes,almost same as you in study,Toxic Relationship,4.462
04/08/2024 16:57:09,,Yana ,19-25,Female,General,Tertiary (graduation or above),Urban,2.5 - 5 lakh,no,No,60-70%,Above 90%,English,5.0,B.tech,Regional and private collages,90%,Hostel room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (self),from youtube or some online platforms,2,1am,yes,almost same as you in study,Healthy Relationship,4.0
20/08/2024 22:20:30,,Chintu ,19-25,Male,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,yes,No,80-90%,Above 90%,Hindi,7.68,B.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (self),from Professor in the class,Alone (don't study in group),12am or before,yes,almost same as you in study,Healthy Relationship,5.627
03/08/2024 17:34:05,,Potato starch,19-25,Female,General,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,80-90%,70-80%,Hindi,5.0,M.tech,"Reputed University (like BHU, DU etc)",80%,Hostel room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,No,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from youtube or some online platforms,Alone (don't study in group),3 am or later,no,almost same as you in study,Single,4.0
01/08/2024 17:23:49,,Harshita verma ,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,yes,No,80-90%,80-90%,English,5.0,Law,Regional and private collages,80%,Hostel room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),5+,No,1-2 hours,revising the week's study material,revising the whole notes without short notes,home (self),from Professor in the class,3,1am,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 21:50:23,,Apan,19-25,Male,General,Primary (1-8),Rural,5 - 10 lakh,no,No,Above 90%,70-80%,Hindi,7.44,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),5+,No,0 hours,revising the week's study material,summarizing and making short notes,home (self),reading from books,Alone (don't study in group),12am or before,yes,almost same as you in study,Healthy Relationship,10.0
19/08/2024 20:45:50,,Sneha,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,2.5 - 5 lakh,yes,No,80-90%,Above 90%,English,5.0,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),2 hours or less,No,1-2 hours,almost sleeping all day,practice by writting,home (self),reading from books,2,12am or before,yes,almost same as you in study,Single,4.0
01/08/2024 20:10:31,,Priya,19-25,Male,General,Secondary (9-12),Semi-Urban,2.5 - 5 lakh,yes,No,Above 90%,70-80%,Hindi,9.73,M.tech,Regional and private collages,90%,Home,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),3-5 hours,Yes,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,2,2 am,yes,almost same as you in study,Healthy Relationship,10.0
17/08/2024 07:08:26,,Gulmohar,19-25,Male,St/Sc,Tertiary (graduation or above),Urban,Below 1 lakh,no,No,Above 90%,60-70%,Hindi,5.0,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),5+,Yes,2-4 hours,Going out side with friends,practice by writting,home (self),from friends after the class,3,1am,yes,better than you in study,Single,7.832
02/08/2024 14:09:53,,Sneha,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,No,Above 90%,70-80%,English,8.56,B.tech,Regional and private collages,80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,Yes,1-2 hours,almost sleeping all day,practice by writting,home (self),from youtube or some online platforms,3,12am or before,yes,almost same as you in study,Healthy Relationship,10.0
05/08/2024 23:14:19,,Shivangi,19-25,Female,St/Sc,Tertiary (graduation or above),Urban,5 - 10 lakh,no,No,80-90%,70-80%,Hindi,6.22,MA ,Regional and private collages,90%,Home,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,Going out side with friends,revising the whole notes without short notes,library (self),from Professor in the class,3,12am or before,no,better than you in study,Single,10.0
02/08/2024 07:12:18,,Beant Kaur ,19-25,Female,OBC,Tertiary (graduation or above),Urban,2.5 - 5 lakh,no,No,Above 90%,70-80%,Hindi,6.03,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,No,1-2 hours,almost sleeping all day,practice by writting,library (self),from friends after the class,2,12am or before,yes,almost same as you in study,Single,7.393
16/08/2024 21:56:03,,Priya,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,Yes,80-90%,80-90%,English,6.4,B.sc.,Regional and private collages,80%,PG room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),2 hours or less,Yes,2-4 hours,revising the week's study material,practice by writting,library (self),reading from books,4,12am or before,no,almost same as you in study,Healthy Relationship,10.0
01/08/2024 13:55:08,,Gurchetan,19-25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,no,No,Above 90%,70-80%,Hindi,8.65,B.tech,"Reputed University (like BHU, DU etc)",80%,Hostel room,frequently (almost daily ),on the due date (night before),10% (nothing much),5+,No,2-4 hours,Netflix and Chill,revising the whole notes without short notes,home (self),from youtube or some online platforms,3,12am or before,yes,almost same as you in study,Toxic Relationship,10.0
02/08/2024 07:12:18,,Vidushi,19-25,Male,OBC,Primary (1-8),Rural,above 10 lakh,no,No,80-90%,Above 90%,English,9.0,Economics ,"Reputed University (like BHU, DU etc)",90%,PG room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,5.143
01/08/2024 12:51:26,,Amrit Jain,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,no,Yes,Above 90%,Above 90%,Hindi,9.5,B.tech,IIT,70%,Home,once in a while,on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),from Professor in the class,2,12am or before,yes,better than you in study,Single,9.813
01/08/2024 21:53:15,,Vidhut raushan ,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,Above 90%,70-80%,"Regional languages (like Bangla, Oriya etc)",5.0,B.tech,"Reputed University (like BHU, DU etc)",70%,Other,never,2 or more days before due date,80% (Class notes + assignments),3-5 hours,No,2-4 hours,Netflix and Chill,revising the whole notes without short notes,home (self),from friends after the class,3,1am,yes,almost same as you in study,Single,7.897
02/08/2024 00:30:34,,Guddu,19-25,Female,OBC,Tertiary (graduation or above),Rural,Below 1 lakh,yes,Yes,Above 90%,80-90%,Hindi,5.3,M.tech,IIT,didn't attended classes properly,Hostel room,never,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,summarizing and making short notes,home (self),from Professor in the class,Alone (don't study in group),1am,yes,better than you in study,Single,10.0
02/08/2024 13:43:10,,Guddu,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,80-90%,70-80%,Hindi,5.1,B.tech,Regional and private collages,80%,Hostel room,once in a while,missed some homeworks didn't complete,100% (class notes + assignments + book's que),3-5 hours,Yes,1-2 hours,revising the week's study material,practice by writting,library (group study),from Professor in the class,3,12am or before,yes,almost same as you in study,Toxic Relationship,4.68
04/08/2024 22:05:31,,Potato starch,19-25,Female,General,Primary (1-8),Urban,1 - 2.5 lakh,no,No,Above 90%,80-90%,Hindi,7.16,MA,IIT,90%,Home,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,almost sleeping all day,practice by writting,home (self),from youtube or some online platforms,2,1am,yes,better than you in study,Single,10.0
03/08/2024 19:46:24,,virat,19-25,Female,St/Sc,Tertiary (graduation or above),Urban,2.5 - 5 lakh,no,No,70-80%,70-80%,Hindi,5.0,B.ed.,IIT,90%,Hostel room,never,missed some homeworks didn't complete,80% (Class notes + assignments),5+,No,2-4 hours,Netflix and Chill,revising the whole notes without short notes,home (self),from youtube or some online platforms,4,3 am or later,yes,almost same as you in study,Toxic Relationship,10.0
03/08/2024 18:18:10,,Akshita ,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,80-90%,70-80%,English,7.81,M.sc.,IIT,80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (group study),reading from books,2,2 am,yes,almost same as you in study,Single,4.0
03/08/2024 14:16:35,,Dummy name,19-25,Female,St/Sc,Tertiary (graduation or above),Urban,1 - 2.5 lakh,no,Yes,80-90%,60-70%,Hindi,5.0,B.tech,Regional and private collages,90%,Hostel room,once in a while,on the due date (night before),50% (assignments  or class notes only),2 hours or less,Yes,1-2 hours,Netflix and Chill,practice by writting,home (self),reading from books,3,2 am,yes,almost same as you in study,Healthy Relationship,6.276
01/08/2024 12:42:23,,Anu,19-25,Male,General,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,no,No,80-90%,Above 90%,Hindi,6.71,MA,"Reputed University (like BHU, DU etc)",70%,Home,once in a while,missed some homeworks didn't complete,10% (nothing much),3-5 hours,Yes,5+,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,Alone (don't study in group),1am,yes,almost same as you in study,Single,10.0
01/08/2024 12:55:10,,Akash,above 25,Male,General,Primary (1-8),Semi-Urban,1 - 2.5 lakh,no,No,Above 90%,70-80%,Hindi,5.0,D.el.ed,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,2-4 hours,Going out side with friends,practice by writting,home (group study),from Professor in the class,2,1am,yes,almost same as you in study,Single,8.155
02/08/2024 18:35:57,,Vidushi,0-18,Male,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,No,80-90%,70-80%,"Regional languages (like Bangla, Oriya etc)",7.8,M.sc.,IIT,70%,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),3-5 hours,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (self),from friends after the class,4,1am,yes,almost same as you in study,Toxic Relationship,10.0
03/08/2024 18:54:16,,Manisha,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,80-90%,80-90%,Hindi,6.13,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),5+,No,1-2 hours,almost sleeping all day,revising the whole notes without short notes,library (self),from youtube or some online platforms,Alone (don't study in group),3 am or later,yes,almost same as you in study,Toxic Relationship,10.0
03/08/2024 20:40:01,,Kanika,19-25,Female,General,Tertiary (graduation or above),Urban,Below 1 lakh,no,No,80-90%,80-90%,English,9.73,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),5+,No,5+,Going out side with friends,summarizing and making short notes,home (self),from youtube or some online platforms,3,12am or before,yes,almost same as you in study,Toxic Relationship,4.564
03/08/2024 17:50:23,,Sorv,19-25,Male,General,Secondary (9-12),Urban,1 - 2.5 lakh,no,No,80-90%,80-90%,Hindi,6.68,MA,IIT,80%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Netflix and Chill,practice by writting,library (self),from youtube or some online platforms,4,12am or before,yes,better than you in study,Single,4.0
04/08/2024 08:23:34,,Beant Kaur ,19-25,Female,OBC,Tertiary (graduation or above),Rural,5 - 10 lakh,no,No,80-90%,80-90%,Hindi,8.02,B.ed.,IIT,70%,Hostel room,never,on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,Yes,5+,almost sleeping all day,revising the whole notes without short notes,library (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,8.542
01/08/2024 22:34:02,,Harsh Kumar,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,Yes,Above 90%,80-90%,English,6.1,Bvoc software development ,IIT,80%,Hostel room,never,missed some homeworks didn't complete,80% (Class notes + assignments),5+,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from Professor in the class,4,1am,yes,almost same as you in study,Single,9.71
03/08/2024 23:11:19,,Pandey Harsh,0-18,Male,General,Tertiary (graduation or above),Rural,Below 1 lakh,yes,No,Above 90%,80-90%,Hindi,5.0,Bvoc software development ,NIT,90%,Other,once in a while,2 or more days before due date,80% (Class notes + assignments),3-5 hours,No,2-4 hours,Netflix and Chill,revising the whole notes without short notes,home (self),reading from books,2,12am or before,yes,almost same as you in study,Single,8.046
02/08/2024 13:52:38,,Raman,above 25,Female,General,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,no,No,60-70%,80-90%,English,5.02,Phd,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,No,2-4 hours,Going out side with friends,practice by writting,home (self),from Professor in the class,Alone (don't study in group),1am,no,almost same as you in study,Healthy Relationship,4.0
01/08/2024 19:12:45,,Beta,0-18,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,80-90%,70-80%,English,5.17,B.tech,IIT,80%,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),2 hours or less,No,1-2 hours,Going out side with friends,practice by writting,library (self),from youtube or some online platforms,2,1am,yes,better than you in study,Healthy Relationship,9.547
10/08/2024 20:04:27,,Harshita verma ,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,5 - 10 lakh,yes,No,70-80%,Above 90%,English,9.73,B.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,never,on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,0 hours,almost sleeping all day,practice by writting,library (self),from Professor in the class,2,1am,yes,better than you in study,Single,6.116
